row_id,area__rucc,area__urban_influence,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,econ__economic_typology_Farm-dependent,econ__economic_typology_Federal/State government-dependent,econ__economic_typology_Manufacturing-dependent,econ__economic_typology_Mining-dependent,econ__economic_typology_Nonspecialized,econ__economic_typology_Recreation,yr_a,yr_b
22,8,11,0.495,0.026000000000000002,0.235,0.14,0.494,0.21,0.231,0.025,0.001,0.945,0.006999999999999999,0.003,0.152,0.369,0.282,0.19699999999999998,13.0,17.0,0.27699999999999997,0.19651904809910442,0.099,0.07691691202313194,3431.44278943805,0.321,10.0,3431.44278943805,3431.44278943805,3431.44278943805,2869.255680963991,1,0,0,0,0,0,1,0
23,3,2,0.457,0.079,0.33,0.161,0.502,0.257,0.154,0.392,0.11,0.466,0.016,0.028999999999999998,0.22645290581162325,0.3577154308617234,0.2625250501002004,0.1533066132264529,15.0,10.0,0.298,0.23800000000000002,0.111,0.08900000000000001,3350.0,0.28800000000000003,9.0,3350.0,3350.0,3350.0,3060.0,0,0,0,0,1,0,0,1
25,8,9,0.479,0.036000000000000004,0.225,0.098,0.503,0.285,0.183,0.02,0.002,0.607,0.353,0.009000000000000001,0.13239719157472415,0.3801404212637913,0.3299899699097292,0.15747241725175526,18.0,10.0,0.364,0.223,0.121,0.055999999999999994,1760.0,0.3,12.0,1760.0,1760.0,1760.0,1460.0,1,0,0,0,0,0,0,1
27,5,5,0.525,0.042,0.332,0.2,0.47200000000000003,0.299,0.10300000000000001,0.645,0.021,0.312,0.006999999999999999,0.011000000000000001,0.3188118811881188,0.3712871287128713,0.20594059405940596,0.10396039603960396,16.0,5.0,0.29600000000000004,0.23367327318464456,0.091,0.057999999999999996,3431.44278943805,0.26899999999999996,11.0,3431.44278943805,3431.44278943805,3431.44278943805,1729.0,0,0,0,1,0,0,1,0
29,5,2,0.46,0.066,0.158,0.065,0.513,0.247,0.163,0.024,0.057,0.883,0.0,0.001,0.07837301587301587,0.4097222222222222,0.31646825396825395,0.19543650793650796,11.0,11.0,0.306,0.23199999999999998,0.10300000000000001,0.087,2389.0,0.282,8.0,2389.0,2389.0,2389.0,2100.0,0,0,1,0,0,0,1,0
35,0,0,0.531,0.061,0.307,0.125,0.512,0.223,0.152,0.276,0.27399999999999997,0.39899999999999997,0.0,0.043,0.10885045778229907,0.271617497456765,0.3041709053916581,0.3153611393692777,12.0,8.0,0.25,0.146,0.08900000000000001,0.08,1479.0,0.228,11.0,1479.0,1479.0,1479.0,1339.0,0,0,0,0,1,0,1,0
36,1,1,0.46299999999999997,0.064,0.19699999999999998,0.061,0.532,0.198,0.134,0.037000000000000005,0.285,0.618,0.0,0.022000000000000002,0.11213047910295616,0.2436289500509684,0.3078491335372069,0.3363914373088685,13.0,10.0,0.33899999999999997,0.245,0.114,0.07200000000000001,1159.0,0.268,13.0,1159.0,1159.0,1159.0,779.0,0,0,0,0,1,0,0,1
37,0,0,0.632,0.031,0.153,0.055999999999999994,0.499,0.14300000000000002,0.14,0.151,0.049,0.41100000000000003,0.002,0.33799999999999997,0.12701612903225806,0.12600806451612906,0.2096774193548387,0.5372983870967742,11.0,7.0,0.146,0.102,0.063,0.063,709.0,0.154,8.0,709.0,709.0,709.0,620.0,0,0,0,0,1,0,1,0
39,5,3,0.657,0.039,0.136,0.039,0.49,0.213,0.175,0.013000000000000001,0.001,0.9640000000000001,0.0,0.008,0.0903674280039722,0.35352532274081433,0.35650446871896724,0.1996027805362463,10.0,10.0,0.313,0.203,0.114,0.065,3609.0,0.27,13.0,3609.0,3609.0,3609.0,2910.0,0,0,0,0,1,0,1,0
42,1,1,0.499,0.044000000000000004,0.145,0.025,0.506,0.226,0.131,0.042,0.107,0.784,0.001,0.013999999999999999,0.06779661016949153,0.22033898305084745,0.3529411764705882,0.35892323030907275,12.0,8.0,0.28600000000000003,0.183,0.081,0.08,1509.0,0.19,13.0,1509.0,1509.0,1509.0,1039.0,0,0,0,0,1,0,1,0
43,0,0,0.451,0.059000000000000004,0.20800000000000002,0.085,0.514,0.217,0.152,0.011000000000000001,0.325,0.622,0.005,0.0,0.15575396825396826,0.36607142857142855,0.34523809523809523,0.13293650793650796,10.0,7.0,0.337,0.20490615074625151,0.13699999999999998,0.111,11929.0,0.303,12.0,11929.0,11929.0,11929.0,12039.0,1,0,0,0,0,0,0,1
44,1,1,0.525,0.046,0.136,0.033,0.512,0.242,0.14400000000000002,0.07200000000000001,0.012,0.893,0.013000000000000001,0.0,0.1143141153081511,0.3568588469184891,0.33001988071570576,0.1988071570576541,13.0,9.0,0.34700000000000003,0.218,0.10800000000000001,0.08,2099.0,0.285,9.0,2099.0,2099.0,2099.0,2159.0,0,0,0,0,1,0,1,0
45,8,9,0.332,0.08800000000000001,0.196,0.043,0.527,0.21899999999999997,0.213,0.013999999999999999,0.433,0.564,0.005,0.002,0.2386138613861386,0.3643564356435644,0.27821782178217824,0.1188118811881188,11.0,13.0,0.40700000000000003,0.193,0.171,0.113,2230.0,0.341,13.0,2230.0,2230.0,2230.0,2719.0,0,0,1,0,0,0,1,0
46,0,0,0.47200000000000003,0.05,0.319,0.152,0.488,0.273,0.136,0.18,0.015,0.7659999999999999,0.005,0.009000000000000001,0.17746759720837485,0.3090727816550349,0.3409770687936191,0.17248255234297105,13.0,8.0,0.324,0.203,0.129,0.079,3120.0,0.289,10.0,3120.0,3120.0,3120.0,2209.0,0,0,0,0,1,0,0,1
47,5,5,0.617,0.033,0.121,0.040999999999999995,0.509,0.21899999999999997,0.207,0.022000000000000002,0.0,0.955,0.006999999999999999,0.01,0.08542713567839195,0.3537688442211055,0.3728643216080402,0.18793969849246228,12.0,12.0,0.3,0.23199999999999998,0.094,0.095,3040.0,0.28,11.0,3040.0,3040.0,3040.0,1520.0,1,0,0,0,0,0,1,0
49,5,3,0.44299999999999995,0.057,0.146,0.055,0.465,0.19,0.19699999999999998,0.034,0.025,0.914,0.002,0.0,0.10552763819095476,0.436180904522613,0.26030150753768844,0.1979899497487437,8.0,11.0,0.325,0.187,0.12300000000000001,0.067,1979.0,0.237,12.0,1979.0,1979.0,1979.0,2160.0,0,1,0,0,0,0,1,0
51,6,10,0.555,0.027999999999999997,0.17600000000000002,0.07200000000000001,0.507,0.22399999999999998,0.138,0.046,0.0,0.9279999999999999,0.0,0.011000000000000001,0.0671273445212241,0.2862783810463969,0.3613030602171767,0.2852912142152024,17.0,10.0,0.297,0.16,0.083,0.062,2069.0,0.233,13.0,2069.0,2069.0,2069.0,1590.0,0,0,0,0,1,0,0,1
52,0,0,0.531,0.044000000000000004,0.114,0.061,0.521,0.292,0.08900000000000001,0.05,0.038,0.865,0.008,0.053,0.047808764940239036,0.1553784860557769,0.2390438247011952,0.5577689243027889,13.0,5.0,0.212,0.122,0.075,0.07,1360.0,0.195,13.0,1360.0,1360.0,1360.0,720.0,0,0,0,0,1,0,0,1
55,0,0,0.526,0.043,0.153,0.081,0.508,0.24,0.142,0.078,0.086,0.82,0.005,0.006999999999999999,0.08459214501510576,0.2849949647532729,0.297079556898288,0.33333333333333337,12.0,8.0,0.281,0.16699999999999998,0.11,0.059000000000000004,1910.0,0.207,13.0,1910.0,1910.0,1910.0,2059.0,0,0,0,0,1,0,0,1
56,1,1,0.43200000000000005,0.054000000000000006,0.265,0.076,0.501,0.248,0.126,0.049,0.23399999999999999,0.659,0.004,0.03,0.1444332998996991,0.2928786359077232,0.3550651955867603,0.20762286860581747,14.0,9.0,0.327,0.264,0.127,0.10099999999999999,1410.0,0.289,12.0,1410.0,1410.0,1410.0,1899.0,0,0,0,0,1,0,1,0
58,3,2,0.513,0.086,0.16399999999999998,0.03,0.494,0.23199999999999998,0.172,0.09,0.018000000000000002,0.8859999999999999,0.0,0.013000000000000001,0.11710794297352345,0.379837067209776,0.3452138492871691,0.15784114052953158,11.0,11.0,0.292,0.22,0.1,0.079,2310.0,0.28,13.0,2310.0,2310.0,2310.0,2219.0,0,0,0,0,1,0,0,1
61,5,5,0.341,0.073,0.316,0.128,0.491,0.3,0.134,0.046,0.408,0.48100000000000004,0.071,0.004,0.25176233635448136,0.35347432024169184,0.2789526686807654,0.11581067472306145,13.0,11.0,0.36,0.26899999999999996,0.154,0.131,6259.0,0.396,13.0,6259.0,6259.0,6259.0,7849.0,0,0,0,0,1,0,0,1
64,7,6,0.441,0.059000000000000004,0.28300000000000003,0.114,0.45399999999999996,0.217,0.13,0.141,0.35700000000000004,0.47100000000000003,0.028999999999999998,0.009000000000000001,0.2560240963855422,0.3132530120481928,0.3253012048192771,0.10542168674698794,10.0,10.0,0.32299999999999995,0.2653389350995705,0.12,0.11900000000000001,2969.0,0.272,12.0,2969.0,2969.0,2969.0,10770.0,0,1,0,0,0,0,0,1
66,4,7,0.414,0.067,0.337,0.099,0.496,0.275,0.139,0.5329999999999999,0.013999999999999999,0.43700000000000006,0.019,0.009000000000000001,0.2142131979695431,0.27411167512690354,0.3299492385786802,0.18172588832487307,14.0,10.0,0.306,0.21899999999999997,0.10800000000000001,0.091,3209.0,0.268,9.0,3209.0,3209.0,3209.0,1339.0,0,0,0,0,1,0,0,1
68,0,0,0.505,0.076,0.139,0.046,0.519,0.239,0.13699999999999998,0.048,0.087,0.8,0.0,0.025,0.08682926829268292,0.34439024390243905,0.2839024390243903,0.28487804878048784,10.0,9.0,0.28300000000000003,0.18899999999999997,0.092,0.084,2510.0,0.251,11.0,2510.0,2510.0,2510.0,1740.0,0,0,0,0,1,0,0,1
69,5,5,0.37,0.079,0.268,0.11599999999999999,0.489,0.20600000000000002,0.22699999999999998,0.147,0.011000000000000001,0.775,0.046,0.02,0.12714429868819374,0.2542885973763875,0.437941473259334,0.18062563067608475,6.0,11.0,0.24600000000000002,0.26771509431124707,0.09300000000000001,0.069,1299.0,0.215,10.0,1299.0,1299.0,1299.0,3099.0,0,1,0,0,0,0,1,0
71,2,1,0.44799999999999995,0.084,0.221,0.095,0.501,0.21899999999999997,0.161,0.002,0.004,0.9740000000000001,0.004,0.001,0.16417910447761194,0.4378109452736318,0.29054726368159195,0.10746268656716416,11.0,11.0,0.36,0.32,0.10300000000000001,0.059000000000000004,7189.0,0.31,14.0,7189.0,7189.0,7189.0,5370.0,0,0,1,0,0,0,0,1
72,6,7,0.5720000000000001,0.032,0.162,0.052000000000000005,0.499,0.239,0.16899999999999998,0.024,0.006999999999999999,0.941,0.022000000000000002,0.003,0.0887991927346115,0.2744702320887992,0.367305751765893,0.2694248234106963,14.0,10.0,0.324,0.138,0.081,0.07,1710.0,0.253,12.0,1710.0,1710.0,1710.0,1089.0,0,0,0,0,1,0,0,1
73,2,1,0.40399999999999997,0.061,0.247,0.055,0.511,0.212,0.19,0.034,0.087,0.847,0.01,0.01,0.19960668633235007,0.3775811209439529,0.2969518190757129,0.12586037364798427,12.0,13.0,0.35100000000000003,0.325,0.124,0.09,13359.0,0.315,13.0,13359.0,13359.0,13359.0,4480.0,0,0,0,0,1,0,1,0
74,4,7,0.441,0.079,0.244,0.11,0.519,0.17,0.223,0.08,0.0,0.847,0.039,0.011000000000000001,0.1057884231536926,0.2844311377245509,0.374251497005988,0.23552894211576844,10.0,12.0,0.278,0.23800000000000002,0.122,0.051,1869.0,0.18100000000000002,9.0,1869.0,1869.0,1869.0,1639.0,0,0,0,0,0,1,0,1
76,3,4,0.483,0.099,0.262,0.099,0.512,0.21600000000000003,0.187,0.047,0.018000000000000002,0.9079999999999999,0.002,0.013999999999999999,0.13916500994035785,0.3508946322067594,0.3240556660039762,0.18588469184890652,12.0,10.0,0.31,0.318,0.114,0.084,3209.0,0.295,11.0,3209.0,3209.0,3209.0,1249.0,0,0,0,0,0,1,0,1
78,3,4,0.43200000000000005,0.065,0.21600000000000003,0.057999999999999996,0.517,0.21899999999999997,0.171,0.032,0.037000000000000005,0.9,0.002,0.001,0.1661631419939577,0.4249748237663645,0.2527693856998993,0.15609264853977844,11.0,12.0,0.337,0.228,0.127,0.08199999999999999,2610.0,0.361,13.0,2610.0,2610.0,2610.0,2090.0,0,0,1,0,0,0,1,0
79,5,3,0.46299999999999997,0.055999999999999994,0.195,0.077,0.512,0.214,0.18600000000000003,0.039,0.13,0.8079999999999999,0.0,0.003,0.12401574803149605,0.34251968503936997,0.2795275590551181,0.2539370078740157,11.0,11.0,0.327,0.19699999999999998,0.122,0.071,4979.0,0.26899999999999996,13.0,4979.0,4979.0,4979.0,1539.0,0,0,0,0,1,0,0,1
82,8,9,0.42200000000000004,0.049,0.17600000000000002,0.111,0.44299999999999995,0.235,0.20199999999999999,0.027999999999999997,0.006,0.922,0.024,0.0,0.06659939455095862,0.3481331987891019,0.4288597376387488,0.15640766902119072,10.0,6.0,0.258,0.08585950624648961,0.102,0.04420987131169529,3431.44278943805,0.182,12.0,3431.44278943805,3431.44278943805,3431.44278943805,778.766589974585,0,1,0,0,0,0,1,0
86,8,11,0.7709999999999999,0.03,0.23600000000000002,0.136,0.51,0.214,0.263,0.006999999999999999,0.0,0.998,0.004,0.0,0.08232931726907633,0.4186746987951807,0.3433734939759037,0.15562248995983935,5.0,9.0,0.268,0.139,0.105,0.05585846751293568,3431.44278943805,0.389,12.0,3431.44278943805,3431.44278943805,3431.44278943805,1616.011317202158,1,0,0,0,0,0,0,1
87,4,7,0.48100000000000004,0.033,0.263,0.09699999999999999,0.501,0.251,0.15,0.105,0.032,0.767,0.031,0.02,0.1345202769535114,0.34619188921859545,0.2977250247279921,0.22156280909990111,15.0,10.0,0.35100000000000003,0.233,0.114,0.077,1880.0,0.287,10.0,1880.0,1880.0,1880.0,1740.0,0,0,0,0,1,0,1,0
89,1,1,0.475,0.045,0.203,0.067,0.529,0.254,0.129,0.022000000000000002,0.182,0.77,0.004,0.011000000000000001,0.09726443768996962,0.26747720364741645,0.3465045592705168,0.2887537993920973,13.0,7.0,0.344,0.203,0.11699999999999999,0.106,1849.0,0.3,12.0,1849.0,1849.0,1849.0,1429.0,0,0,0,0,1,0,0,1
90,4,7,0.545,0.02,0.191,0.05,0.509,0.175,0.17300000000000001,0.013000000000000001,0.004,0.919,0.004,0.023,0.07707707707707707,0.28528528528528524,0.24924924924924924,0.3883883883883884,8.0,9.0,0.266,0.165,0.091,0.061,1310.0,0.177,11.0,1310.0,1310.0,1310.0,529.0,0,0,0,0,0,1,1,0
91,7,6,0.5760000000000001,0.028999999999999998,0.131,0.08,0.505,0.207,0.231,0.047,0.006999999999999999,0.941,0.013000000000000001,0.006,0.07070707070707072,0.3898989898989899,0.34747474747474744,0.19191919191919196,11.0,15.0,0.282,0.14300000000000002,0.081,0.073,1889.0,0.292,10.0,1889.0,1889.0,1889.0,1150.0,1,0,0,0,0,0,1,0
92,8,9,0.387,0.126,0.196,0.076,0.48200000000000004,0.133,0.292,0.002,0.009000000000000001,0.965,0.024,0.0,0.08917835671342685,0.40480961923847697,0.3557114228456913,0.1503006012024048,5.0,16.0,0.345,0.16365712157708362,0.146,0.07921270702284212,2159.0,0.233,10.0,2159.0,2159.0,2159.0,2190.0,0,0,0,0,0,1,0,1
93,0,0,0.502,0.057999999999999996,0.156,0.07,0.506,0.256,0.142,0.026000000000000002,0.009000000000000001,0.9420000000000001,0.001,0.005,0.06163021868787276,0.33101391650099404,0.3240556660039762,0.28330019880715696,11.0,8.0,0.285,0.20199999999999999,0.096,0.078,2649.0,0.251,13.0,2649.0,2649.0,2649.0,1410.0,0,0,0,0,1,0,0,1
97,8,9,0.39299999999999996,0.067,0.324,0.126,0.501,0.195,0.231,0.095,0.013999999999999999,0.872,0.001,0.017,0.2017982017982018,0.33166833166833165,0.2877122877122877,0.1788211788211788,9.0,10.0,0.245,0.273,0.114,0.08800000000000001,5510.0,0.312,13.0,5510.0,5510.0,5510.0,919.0,0,0,0,0,0,1,0,1
99,5,4,0.44,0.061,0.213,0.091,0.46399999999999997,0.22399999999999998,0.151,0.027000000000000003,0.039,0.898,0.009000000000000001,0.0,0.15338042381432895,0.4248234106962664,0.3007063572149344,0.12108980827447025,11.0,9.0,0.336,0.307,0.115,0.07200000000000001,5700.0,0.292,13.0,5700.0,5700.0,5700.0,6100.0,0,1,0,0,0,0,0,1
100,8,7,0.354,0.07200000000000001,0.217,0.055,0.499,0.204,0.185,0.004,0.242,0.726,0.006999999999999999,0.018000000000000002,0.2530120481927711,0.3433734939759036,0.27409638554216864,0.12951807228915665,13.0,15.0,0.353,0.302,0.125,0.105,6970.0,0.35100000000000003,14.0,6970.0,6970.0,6970.0,1350.0,0,0,0,0,1,0,0,1
101,7,6,0.46,0.059000000000000004,0.242,0.068,0.494,0.205,0.19899999999999998,0.011000000000000001,0.006,0.9790000000000001,0.008,0.01,0.1852970795568983,0.4833836858006042,0.2286002014098691,0.1027190332326284,9.0,11.0,0.32799999999999996,0.303,0.135,0.08199999999999999,10340.0,0.348,13.0,10340.0,10340.0,10340.0,3430.0,0,0,1,0,0,0,0,1
105,7,6,0.478,0.049,0.254,0.10300000000000001,0.495,0.222,0.21,0.02,0.005,0.946,0.013999999999999999,0.008,0.1354581673306773,0.4193227091633466,0.2928286852589641,0.15239043824701196,9.0,14.0,0.36700000000000005,0.25151302590966074,0.136,0.057,7569.0,0.311,9.0,7569.0,7569.0,7569.0,1889.0,1,0,0,0,0,0,1,0
106,8,11,0.708,0.008,0.171,0.10400000000000001,0.507,0.223,0.207,0.156,0.003,0.8370000000000001,0.006999999999999999,0.004,0.1141078838174274,0.29771784232365145,0.32676348547717843,0.26141078838174275,14.0,9.0,0.314,0.23477959666600137,0.113,0.07983170998112812,3431.44278943805,0.293,13.0,3431.44278943805,3431.44278943805,3431.44278943805,1289.0,1,0,0,0,0,0,1,0
107,6,8,0.39799999999999996,0.08199999999999999,0.264,0.08,0.493,0.248,0.147,0.027999999999999997,0.318,0.637,0.003,0.01,0.23316582914572864,0.41005025125628136,0.21306532663316585,0.14371859296482412,13.0,7.0,0.342,0.221,0.11699999999999999,0.106,6710.0,0.309,13.0,6710.0,6710.0,6710.0,967.39722192734,0,0,0,0,1,0,1,0
111,0,0,0.465,0.069,0.257,0.044000000000000004,0.512,0.203,0.115,0.054000000000000006,0.597,0.306,0.006,0.034,0.14781746031746032,0.2351190476190476,0.2648809523809524,0.35218253968253965,13.0,9.0,0.303,0.19699999999999998,0.11599999999999999,0.122,1590.0,0.27899999999999997,12.0,1590.0,1590.0,1590.0,1140.0,0,1,0,0,0,0,1,0
112,0,0,0.498,0.052000000000000005,0.243,0.096,0.521,0.18,0.23199999999999998,0.08800000000000001,0.106,0.76,0.0,0.035,0.10238568588469184,0.29224652087475145,0.3131212723658052,0.29224652087475145,9.0,13.0,0.24,0.195,0.113,0.08199999999999999,1579.0,0.19699999999999998,11.0,1579.0,1579.0,1579.0,1150.0,0,0,0,0,1,0,1,0
114,0,0,0.486,0.046,0.22,0.085,0.51,0.253,0.11900000000000001,0.062,0.17800000000000002,0.715,0.0,0.015,0.11800000000000001,0.313,0.29100000000000004,0.278,12.0,7.0,0.272,0.161,0.102,0.067,2830.0,0.261,13.0,2830.0,2830.0,2830.0,2210.0,0,0,0,0,1,0,1,0
115,7,6,0.519,0.038,0.217,0.09300000000000001,0.509,0.23600000000000002,0.223,0.057,0.015,0.9179999999999999,0.013000000000000001,0.0,0.11256281407035176,0.36783919597989945,0.32361809045226125,0.19597989949748745,15.0,14.0,0.292,0.23199999999999998,0.10800000000000001,0.063,1510.0,0.36,10.0,1510.0,1510.0,1510.0,1990.0,0,0,0,1,0,0,0,1
117,5,3,0.44299999999999995,0.064,0.174,0.049,0.475,0.218,0.158,0.023,0.052000000000000005,0.9279999999999999,0.0,0.006999999999999999,0.1743119266055046,0.40672782874617736,0.2895005096839959,0.12945973496432212,11.0,9.0,0.373,0.182,0.109,0.084,3149.0,0.249,13.0,3149.0,3149.0,3149.0,5499.0,0,0,0,0,1,0,1,0
118,5,5,0.385,0.1,0.201,0.054000000000000006,0.493,0.205,0.21100000000000002,0.019,0.006,0.95,0.012,0.009000000000000001,0.15392561983471073,0.4039256198347107,0.3367768595041322,0.10537190082644626,10.0,12.0,0.28600000000000003,0.257,0.126,0.086,3890.0,0.285,12.0,3890.0,3890.0,3890.0,2380.0,0,0,0,0,0,1,0,1
121,6,8,0.397,0.07200000000000001,0.235,0.049,0.509,0.19899999999999998,0.185,0.002,0.004,0.956,0.0,0.0,0.16403162055335968,0.4812252964426877,0.191699604743083,0.16304347826086954,11.0,11.0,0.34,0.20800000000000002,0.124,0.085,2740.0,0.317,13.0,2740.0,2740.0,2740.0,1739.0,0,0,0,1,0,0,1,0
124,5,2,0.523,0.042,0.268,0.124,0.499,0.267,0.16399999999999998,0.35200000000000004,0.025,0.606,0.02,0.005,0.19534412955465588,0.3228744939271255,0.3269230769230769,0.1548582995951417,16.0,9.0,0.287,0.14800000000000002,0.08,0.068,1569.0,0.205,14.0,1569.0,1569.0,1569.0,2189.0,0,0,1,0,0,0,1,0
